CLOUD,Name,EntrezIDs,Symbols
CLOUD062,Disulfiram,217;1621;1571;1559;1576;1577;1544;1557;5467;79915;2099;1588;2101;1080;5693;11343;389816;5305;5732;1128;2671;5243;140;3725;729230;150;151;8856;154;367;162466;4780;3357;3248;2737;4790;440503;2744;185;187;3779;196;10951;3276;134864;1233;1234;1235;216;5346;5347;9970;3315;3320;7421;10002;1812;1813;1814;1815;5914;8989;3362;55775;22861;2395;5468;861;351;865;874;51053;5999;4986;4988;6531;10392;7066;51099;10663;2475;65975;6595;54737;3553;7157;3579;5595,ALDH2;DBH;CYP2E1;CYP2C9;CYP3A4;CYP3A5;CYP1A2;CYP1A2;CYP2C19;CYP2C9;PPARD;CYP3A4;ATAD5;ESR1;CYP19A1;ESRRA;CFTR;PSMB5;MGLL;LRRC26;PIP4K2A;PTGER2;CHRM1;GFER;ABCB1;ADORA3;JUN;CCR2;ADRA2A;ADRA2B;NR1I2;ADRB2;AR;PHOSPHO1;NFE2L2;HTR2B;HPGD;GLI3;NFKB1;PLIN5;GLS;AGTR1;APLNR;KCNMB1;AHR;CBX1;PRMT1;TAAR1;CCR4;CCR5;CCR6;ALDH1A1;PLIN1;PLK1;NR1I3;HSPB1;HSP90AA1;VDR;NR2E3;DRD1;DRD2;DRD3;DRD4;RARA;TRPA1;HTR6;TDP1;NLRP1;FXN;PPARG;RUNX1;APP;CBFB;CBR3;GMNN;RGS4;OPRK1;OPRM1;SLC6A3;NOD1;THPO;ABHD5;CXCR6;MTOR;STK33;SMARCA2;MPHOSPH8;IL1B;TP53;CXCR2;ALDH2;ADRA2A;DRD2;DRD1;DRD4;OPRM1;DRD3;OPRK1;SLC6A3;ADRA2B;ADORA3;CCR4;HTR6;CXCR2;CCR2;MAPK3;CYP1A2;PLIN1;PLIN5
CLOUD063,Mitoxantrone,7153;1571;1545;1576;5243;5243;5243;4363;4363;9429;641;6530;10987;5893;51752;1544;5292;778;776;3757;10460;4088;410;7525;7066;3358;11168;50487;4137;79915;5932;7341;779;29128;7486;6580;5429;4790;65975;2744;1460;4154;55775;2237;4286;11201;10951;8648;55244;28234;695;4300;146802;405;54737;4313;5594;8795;123228;6495;3553;51426;1459;8932;10213;29127;1128;1129;3458;6311;1132;5999;775;2034;7155;7157;3064;1457;7468;1956;2064;2534,TOP2A;CYP2E1;CYP1B1;CYP3A4;ABCB1;ABCB1;ABCB1;ABCC1;ABCC1;ABCG2;BLM;SLC6A2;COPS5;RAD52;ERAP1;CYP1A2;PIM1;CACNA1F;ABCC1;CACNA1D;KCNH2;TACC3;SMAD3;ARSA;YES1;THPO;HTR2C;PSIP1;PLA2G3;CYP3A4;MAPT;ATAD5;RBBP8;SUMO1;CACNA1S;UHRF1;WRN;SLC22A1;POLH;NFKB1;STK33;GLS;CSNK2B;MBNL1;TDP1;FEN1;MITF;POLI;CBX1;NCOA1;SLC47A1;SLCO1B3;BTK;MLLT3;SLC47A2;ARNT;MPHOSPH8;ABCG2;MMP2;MAPK1;TNFRSF10B;SENP8;SIX1;IL1B;POLK;CSNK2A2;MBD2;PSMD14;RACGAP1;CHRM1;CHRM2;IFNG;ATXN2;CHRM4;RGS4;CACNA1C;TOP2A;EPAS1;TOP2B;TP53;HTT;CSNK2A1;NSD2;EGFR;CHRM2;CHRM1;TOP2A;SLC6A2;HTR2C;KCNH2;ERBB2;CHRM4;FYN;BTK;SLC47A1;SLC47A2;CSNK2A2
CLOUD064,Tamoxifen,2099;2099;2100;2100;10682;5578;367;3757;8856;2104;6462;1565;1565;1576;1576;1576;1577;1551;1559;1559;1557;1555;1555;1543;1544;1545;1545;2326;2328;1558;1066;1588;1548;1571;54575;6817;5243;5243;5243;9429;1244;10280;2101;4160;4161;7253;1128;1129;1131;1132;1133;624;5241;134;135;140;3725;146;150;151;153;155;7334;6311;84650;2737;1717;1718;10951;3784;3274;4300;6865;6869;5337;5338;3458;1812;1813;1814;1815;5914;3356;3357;3358;3362;29994;3417;5467;51053;4985;4986;4159;4988;6530;6531;6532;65975;8647;80854;7157;1956;5742,ESR1;ESR1;ESR2;ESR2;EBP;PRKCA;AR;KCNH2;NR1I2;ESRRG;SHBG;CYP2D6;CYP2D6;CYP3A4;CYP3A4;CYP3A4;CYP3A5;CYP3A7;CYP2C9;CYP2C9;CYP2C19;CYP2B6;CYP2B6;CYP1A1;CYP1A2;CYP1B1;CYP1B1;FMO1;FMO3;CYP2C8;CES1;CYP19A1;CYP2A6;CYP2E1;UGT1A10;SULT1A1;ABCB1;ABCB1;ABCB1;ABCG2;ABCC2;CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2D6;SIGMAR1;ESR1;ESR2;ESRRA;MC4R;MC5R;TSHR;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;BDKRB2;PGR;ABCB1;ADORA1;ADORA2A;ADORA3;JUN;ADRA1D;ADRA2A;ADRA2B;ADRB1;ADRB3;UBE2N;ATXN2;EBPL;KCNH2;GLI3;DHCR7;DHCR24;CBX1;KCNQ1;HRH2;MLLT3;TACR2;TACR1;PLD1;PLD2;CYP3A4;IFNG;DRD1;DRD2;DRD3;DRD4;RARA;HTR2A;HTR2B;HTR2C;HTR6;BAZ2B;CYP19A1;IDH1;PPARD;GMNN;AR;OPRD1;OPRK1;MC3R;OPRM1;SLC6A2;SLC6A3;SLC6A4;STK33;EBP;ABCB11;SETD7;TP53;EGFR;ESR1;CHRM2;ADRB1;ADRA2A;CHRM1;DRD2;DRD1;DRD4;PTGS1;SLC6A2;HRH2;ADRA1D;HTR2A;HTR2C;SLC6A4;OPRM1;DRD3;OPRD1;OPRK1
CLOUD065,Saxagliptin,1803;1576;1577;4363;353189;9376;54878;91039,DPP4;CYP3A4;CYP3A5;ABCC1;SLCO4C1;SLC22A8;DPP4;DPP8;DPP9;DPP4;DPP8;DPP9
CLOUD066,Ezetimibe,6646;29881;290;1558;54658;54659;7366;7364;1576;5243;1244;10599;64240;8714;9429;64241;10242;3779;8912;27345;2100;2101;387129;367;5468,SOAT1;NPC1L1;ANPEP;CYP2C8;UGT1A1;UGT1A3;UGT2B15;UGT2B7;CYP3A4;ABCB1;ABCC2;SLCO1B1;ABCG5;ABCC3;ABCG2;ABCG8;KCNMB2;KCNMB1;CACNA1H;KCNMB4;ESR2;ESRRA;NPSR1;AR;PPARG;NPC1L1
CLOUD067,Cisapride,3360;3359;3356;3757;1551;1576;1576;1577;1544;1548;1555;1557;1558;1559;1565,HTR4;HTR3A;HTR2A;KCNH2;CYP3A7;CYP3A4;CYP3A4;CYP3A5;CYP1A2;CYP2A6;CYP2B6;CYP2C19;CYP2C8;CYP2C9;CYP2D6
CLOUD068,Risperidone,3356;1813;1814;1815;148;147;3352;3269;150;151;151;152;3358;3350;1812;3363;1565;1565;1576;1576;1577;1551;1131;6532;775;778;1816;1133;146;3354;3361;3362;3351;10280;3355;3757;3357;2099;2741;6582;3005;2101;3778;779;3274;55244;1128;1129;1132;776;5243,HTR2A;DRD2;DRD3;DRD4;ADRA1A;ADRA1B;HTR1D;HRH1;ADRA2A;ADRA2B;ADRA2B;ADRA2C;HTR2C;HTR1A;DRD1;HTR7;CYP2D6;CYP2D6;CYP3A4;CYP3A4;CYP3A5;CYP3A7;CHRM3;SLC6A4;ADRA2A;CACNA1C;CACNA1F;DRD4;DRD5;CHRM5;HTR1D;ADRA1D;ADRA1B;ADRA1A;DRD2;HTR1A;ADRA2B;ADRA2C;HTR1E;HTR2A;CYP2D6;HTR2C;HTR5A;HTR6;HTR7;HTR1B;SIGMAR1;HTR1F;KCNH2;HTR2B;ESR1;GLRA1;SLC22A2;H1F0;ESRRA;KCNMA1;CACNA1S;HRH1;HRH2;SLC47A1;DRD3;CHRM1;CHRM2;CHRM4;CACNA1D;DRD1;ABCB1;DRD2;HTR2A;HTR2C;HTR1A;ADRA2A;CHRM1;DRD2;DRD1;DRD4;HRH2;ADRA1D;HTR2A;HTR2C;SLC6A4;ADRA1A;HRH1;DRD3;KCNH2;ADRA2B;ADRA2C;HTR2B;HTR7;HTR6
CLOUD069,Dihydroergotamine,3352;3351;150;3357;1576;1576;5243;1814;146;147;148;1813;151;152;3354;3355;3356;3358;3362;3363;2101;6582;55244;7253;367;146802;1812,HTR1D;HTR1B;ADRA2A;HTR2B;CYP3A4;CYP3A4;ABCB1;DRD3;HTR1B;ADRA1D;ADRA1B;ADRA1A;DRD2;ADRA2A;ADRA2B;ADRA2C;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR6;HTR7;CYP3A4;ESRRA;SLC22A2;SLC47A1;TSHR;AR;SLC47A2;DRD1;ADRA2A;DRD2;DRD1;ADRA1D;HTR2A;HTR2C;DRD3;ADRA2B;ADRA2C;HTR2B;HTR6;CYP3A4;SLC47A1
CLOUD070,Dutasteride,6716;6715;1576;1577;2741;2908;3757;367,SRD5A2;SRD5A1;CYP3A4;CYP3A5;GLRA1;NR3C1;KCNH2;AR;SRD5A1;GLRA1
CLOUD071,Sunitinib,5159;2321;3815;3791;2324;2322;1436;5156;1577;1551;1576;10257;5243;1244;9429;8780;2050;23043;5127;5128;5129;100130827;10769;2051;9748;27347;27330;25;27;4638;8737;285220;22983;8711;4140;558;9263;4145;5170;6195;57396;51765;6198;6714;3643;120892;3645;140469;11329;779;3654;695;6732;1613;150094;5606;8788;2868;1111;30811;56924;5218;57787;140901;7272;9833;7786;83942;5747;3702;4215;4216;2580;1147;23678;640;7297;57118;23683;6788;6789;6790;7301;6793;6794;6795;5260;5261;4751;53904;9874;659;83732;4233;122011;91807;9891;51135;3757;5290;1195;1196;5293;5294;25778;4846;1455;4217;53944;6331;340156;2241;2242;23235;4293;2081;4296;8394;8396;208;1456;2260;2261;166614;2263;8408;57551;2268;10461;55589;389840;388228;6885;9448;8428;238;5871;775;5587;80122;8445;10494;23604;204851;11011;2872;255239;776;25865;778;9943;780;3458;6416;9262;3716;8986;84254;3717;11040;147746;3718;8999;7465;8491;818;814;815;816;817;4914;4915;4916;5598;2185;57144;6196;6197;22848;140609;1859;28996;415116;22858;50488;57172;54101;43;4921;8536;23012;5979;3932;10298;9252;7525;5753;11113;658;100533105;2264;51347;85366;8569;6011;81788;9706;8576;9024;10114;25989;9475;2444;1019;4139;10645;3480;9113;7075;1956;9201;9128;26524;55781;1452;1453;1454;11183;11184;1457;1459;29110;65975;5562;5563;9149;54861;167359;11200;85443;5063;1612;5578;10188;11213;6733;26576;5585;5586;440275;5588;9175;4058;2011;10746;84446;80351;5601;5602;4067;5604;5605;2534;5607;5608;2044;5610;1020;10733;3055;4593;8899;9641;6093;2042;131890;9212;2045;1022;2047,PDGFRB;FLT1;KIT;KDR;FLT4;FLT3;CSF1R;PDGFRA;CYP3A5;CYP3A7;CYP3A4;ABCC4;ABCB1;ABCC2;ABCG2;RIOK3;EPHB4;TNIK;CDK16;CDK17;CDK18;SBK3;PLK2;EPHB6;SLK;STK39;RPS6KA6;ABL1;ABL2;MYLK;RIPK1;EPHA6;MAST1;PDGFRB;TNK1;MARK3;AXL;STK17A;MATK;PDPK1;RPS6KA1;CLK4;STK26;RPS6KB1;SRC;INSR;LRRK2;INSRR;MYO3B;STK38;CACNA1S;IRAK1;BTK;SRPK1;DAPK3;SIK1;MAP2K3;DLK1;GRK4;CHEK1;HUNK;PAK6;CDK14;MARK4;STK35;TTK;MELK;MAP3K12;TSSK1B;PTK2;ITK;MAP3K3;MAP3K4;GAK;CHUK;SGK3;BLK;TYK2;CAMK1D;PRKD3;STK3;STK4;AURKA;TYRO3;STK10;STK11;AURKC;PHKG1;PHKG2;NEK2;MYO3A;TLK1;BMPR2;RIOK1;MET;CSNK1A1L;MYLK3;NUAK1;IRAK4;KCNH2;PIK3CA;CLK1;CLK2;PIK3CD;PIK3CG;DSTYK;NOS3;CSNK1G2;MAP3K5;CSNK1G1;SCN5A;MYLK4;FER;FES;SIK2;MAP3K9;ERN1;MAP3K11;PIP5K1A;PIP4K2B;KDR;AKT2;CSNK1G3;FGFR1;FGFR3;DCLK2;FGFR2;ULK1;PDGFRA;TAOK1;FGR;MERTK;BMP2K;MAP3K15;SBK1;MAP3K7;KIT;MAP4K4;STK24;ALK;MAP4K2;CACNA1C;PRKD1;MAP3K19;DYRK2;STK25;DAPK2;HIPK1;TLK2;MKNK2;ANKK1;CACNA1D;PRKD2;CACNA1F;OXSR1;DDR1;IFNG;MAP2K4;FLT1;FLT3;FLT4;STK17B;JAK1;RPS6KA4;CAMKK1;JAK2;PIM2;HIPK4;JAK3;CDKL2;WEE1;MAP4K3;CAMK2G;CAMK4;CAMK2A;CAMK2B;CAMK2D;NTRK1;NTRK2;NTRK3;MAPK7;PTK2B;PAK5;RPS6KA2;RPS6KA3;AAK1;NEK7;DYRK1A;HIPK2;PIM3;ICK;MINK1;CAMK1G;RIPK4;ACHE;DDR2;CAMK1;STK38L;RET;LCK;PAK4;RPS6KA5;YES1;PTK6;CIT;BMPR1B;C8orf44-SGK3;FGFR4;TAOK3;MYLK2;MKNK1;GRK1;NUAK2;ULK2;STK16;BRSK2;HIPK3;ULK3;ROCK2;FRK;CDK4;MARK1;CAMKK2;IGF1R;LATS1;CSF1R;TIE1;EGFR;DCLK1;PRPF4;LATS2;RIOK2;CSNK1A1;CSNK1D;CSNK1E;MAP4K5;MAP4K1;CSNK2A1;CSNK2A2;TBK1;STK33;PRKAA1;PRKAA2;DYRK1B;SNRK;NIM1K;CHEK2;DCLK3;PAK3;DAPK1;PRKCA;TNK2;IRAK3;SRPK2;SRPK3;PKN1;PKN2;EIF2AK4;PRKCQ;MAP3K13;LTK;MARK2;MAP3K2;BRSK1;TNKS2;MAPK9;MAPK10;LYN;MAP2K1;MAP2K2;FYN;MAP2K5;MAP2K6;EPHA5;EIF2AK2;CDK5;PLK4;HCK;MUSK;PRPF4B;IKBKE;ROCK1;EPHA3;GRK7;AURKB;EPHA7;CDK7;EPHB1;ABL1;EGFR;INSR;ACHE;KCNH2;PDGFRB;KIT;LCK;FGFR1;SRC;CHEK2;AURKB;RPS6KA1;FLT1;KDR;PTK2;MET;CSNK1A1;FLT4;HCK
CLOUD072,Spironolactone,4306;367;5241;2908;1585;6715;6462;786;8856;1558;1584;1584;1244;5243;6579;5914;7068;2737;2099;1588;2101;2100;3553;55244;5467;5468;55775;4193;4194;9970;9971;7157;1557,NR3C2;AR;PGR;NR3C1;CYP11B2;SRD5A1;SHBG;CACNG1;NR1I2;CYP2C8;CYP11B1;CYP11B1;ABCC2;ABCB1;SLCO1A2;NR1I2;RARA;THRB;NR3C1;GLI3;ESR1;CYP19A1;ESRRA;ESR2;IL1B;SLC47A1;NR3C2;PPARD;PPARG;TDP1;MDM2;MDM4;AR;NR1I3;NR1H4;TP53;PGR;ABCB1;NR3C2;ESR1;NR3C1;PGR;NR3C2;AR;ESR2;CYP2C19
CLOUD073,Sildenafil,8654;5148;5149;1576;1577;1551;1559;1559;1557;1557;1565;1565;1543;1571;1571;10257;10057;89845;134;135;11309;5136;5137;5139;5140;5141;5142;5143;5144;5145;5146;5147;5150;5152;5153;3757;28234;10846;5158;50940,PDE5A;PDE6G;PDE6H;CYP3A4;CYP3A5;CYP3A7;CYP2C9;CYP2C9;CYP2C19;CYP2C19;CYP2D6;CYP2D6;CYP1A1;CYP2E1;CYP2E1;ABCC4;ABCC5;ABCC10;ADORA1;ADORA2A;SLCO2B1;PDE1A;PDE1C;PDE3A;PDE3B;PDE4A;PDE4B;PDE4C;PDE4D;PDE6A;PDE6C;PDE6D;PDE6G;PDE6H;PDE7A;PDE9A;PDE1B;CYP3A4;KCNH2;ABCC5;SLCO1B3;PDE5A;PDE10A;PDE6B;ABCC4;PDE11A;PDE5A;ADORA1;KCNH2;ADORA2A;PDE4A;PDE1A;PDE6C;PDE7A;PDE11A;PDE9A;PDE10A;ABCC5;PDE4C;PDE3B;PDE1C;PDE6G
CLOUD074,Trioxsalen,135;1544;367;1576;9970;3358;4128,ADORA2A;CYP1A2;AR;CYP3A4;NR1I3;HTR2C;MAOA;HTR2C;ADORA2A
CLOUD075,Acarbose,8972;279;2548;6476;278;277;276,MGAM;AMY2A;GAA;SI;MGAM;AMY2A;AMY1C;AMY1B;AMY1A;GAA
CLOUD076,Entacapone,1312;1312;54600;1544;1565;51426;9734;3315;4780;367;3091;7157;2859,COMT;COMT;UGT1A9;CYP1A2;CYP2D6;COMT;POLK;HDAC9;HSPB1;NFE2L2;AR;HIF1A;TP53;COMT;COMT;GPR35
CLOUD077,Digitoxin,476;1583;1576;6579;353189;5243;213;6531;10392;4886;4887;8743;2908;79915;4780;3630;5725;688;2099;2101;65975;55775;3553;7253;3417;477;478;351;480;481;482;483;486;51053;367;7153;9970;7155;7157;6774;4088;64127,ATP1A1;CYP11A1;CYP3A4;SLCO1A2;SLCO4C1;ABCB1;ALB;SLC6A3;NOD1;NPY1R;NPY2R;SLCO4C1;TNFSF10;NR3C1;ATAD5;NFE2L2;INS;PTBP1;KLF5;ESR1;ESRRA;STK33;TDP1;IL1B;TSHR;IDH1;ATP1A1;ATP1A2;ATP1A3;APP;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GMNN;AR;TOP2A;NR1I3;TOP2B;TP53;STAT3;SMAD3;NOD2;ATP1A1;ATP1A1
CLOUD078,Zalcitabine,1633;1559;1565;1576;64816;1577;1551;9356;10864;2030;3177;213;7852;5423;5594;55775;1813,DCK;CYP2C9;CYP2D6;CYP3A4;CYP3A43;CYP3A5;CYP3A7;SLC22A6;SLC22A7;SLC29A1;SLC29A2;ALB;CXCR4;POLB;ALB;MAPK1;TDP1;DRD2
CLOUD079,Milrinone,5139;6401;8654;5138;5141;5142;5143;5144;5140;5742;7253;55775,PDE3A;SELE;PDE5A;PDE2A;PDE3A;PDE4A;PDE4B;PDE4C;PDE4D;PDE3B;PTGS1;TSHR;TDP1;PDE5A;PDE3A;PDE3B;PDE4C;PDE3B;PDE4A
CLOUD080,Acitretin,6256;5914;5915;5916;6257;6258;5947;1592;213;10242;5347;7941;7398;8647;4137;389816;51053;11069;2099;7157;3779;2648;1588;27345;7421,RXRA;RARA;RARB;RARG;RXRB;RXRG;RBP1;CYP26A1;ALB;KCNMB2;PLK1;PLA2G7;USP1;ABCB11;MAPT;LRRC26;GMNN;RAPGEF4;ESR1;TP53;KCNMB1;KAT2A;CYP19A1;KCNMB4;VDR;RARA
CLOUD081,Azithromycin,23569;1548;1544;1576;1576;5243;2737;1559;1557;1565,PADI4;CYP2A6;CYP1A2;CYP3A4;CYP3A4;ABCB1;GLI3;CYP1A2;CYP2C9;CYP3A4;CYP2C19;CYP2D6
CLOUD082,Isoprenaline,153;154;155;5594;5295;5296;8503;6647;1543;146;147;148;1813;1814;1815;2475;2737;10951;7253;7421,ADRB1;ADRB2;ADRB3;MAPK1;PIK3R1;PIK3R2;PIK3R3;SOD1;CYP1A1;ADRA1D;ADRA1B;ADRA1A;DRD2;DRD3;DRD4;ADRB1;ADRB2;ADRB3;MTOR;GLI3;CBX1;TSHR;VDR;ADRB2;ADRB1;DRD4;DRD3;ADRB3
CLOUD083,Niclosamide,1559;1544;4864;8321;3458;79915;196;3717;9734;9367;3091;1812;7066;5021;672;8795;1956;1393;1576;4137;2475;4780;1565;2737;2099;52;2101;65975;1080;1588;6714;190;4286;3061;5315;580;26054;3553;5914;6606;6607;2260;7253;3417;2778;3791;123228;55775;4193;4194;4067;3815;6311;51053;367;6256;9970;1395;114548;7157;6774;57337;2645,CYP2C9;CYP1A2;NPC1;FZD1;IFNG;ATAD5;AHR;JAK2;HDAC9;CYP1A2;RAB9A;HIF1A;DRD1;CYP2C9;THPO;OXTR;BRCA1;TNFRSF10B;EGFR;CRHBP;CYP3A4;MAPT;MTOR;NFE2L2;CYP2D6;GLI3;ESR1;ACP1;ESRRA;STK33;CFTR;CYP19A1;SRC;NR0B1;MITF;HCRTR1;PKM;BARD1;SENP6;IL1B;RARA;SMN1;SMN2;FGFR1;TSHR;IDH1;GNAS;KDR;SENP8;TDP1;MDM2;MDM4;LYN;KIT;ATXN2;GMNN;AR;RXRA;NR1I3;CRHR2;NLRP3;TP53;STAT3;SENP7;GCK;STAT3
CLOUD084,Aripiprazole,3356;1813;1813;3350;3350;3351;3352;3354;3358;3359;3362;3363;1812;1812;1816;1816;1814;1814;1815;1815;3269;148;147;150;151;152;152;1128;1129;1131;1132;1133;1577;1551;1565;1565;1565;1576;6532;3005;7941;3357;3361;3757;2737;2099;2101;285242;317;5999;170572;200909;134864;2769;9177;55775;367;4193;4194;5871;4215;5243,HTR2A;DRD2;DRD2;HTR1A;HTR1A;HTR1B;HTR1D;HTR1E;HTR2C;HTR3A;HTR6;HTR7;DRD1;DRD1;DRD5;DRD5;DRD3;DRD3;DRD4;DRD4;HRH1;ADRA1A;ADRA1B;ADRA2A;ADRA2B;ADRA2C;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP3A5;CYP3A7;CYP2D6;CYP2D6;CYP2D6;CYP3A4;SLC6A4;DRD3;H1F0;HTR1B;DRD5;ADRA2C;ADRA1B;PLA2G7;HTR1A;DRD4;HTR1D;HTR2A;HTR2B;HTR2C;HTR3A;HTR5A;HTR6;HTR7;KCNH2;GLI3;ESR1;ESRRA;HTR3E;ADRA2B;APAF1;RGS4;HRH1;HTR3C;HTR3D;TAAR1;GNA15;HTR3B;TDP1;AR;MDM2;MDM4;ADRA1A;MAP4K2;ADRA2A;MAP3K3;DRD1;ABCB1;DRD2;HTR1A;DRD2;HTR2A;HTR1A;DRD2;DRD1;DRD4;HTR2A;HTR2C;SLC6A4;ADRA1A;HRH1;DRD3;KCNH2;DRD5;HTR2B;HTR7;HTR6;H1F0
CLOUD085,Anastrozole,1588;1588;1544;1559;1576;54657,CYP19A1;CYP19A1;CYP1A2;CYP2C9;CYP3A4;UGT1A4;CYP19A1;CYP19A1;CYP19A1
CLOUD086,Rifabutin,3320;7184;1576;1576;1544;10242;8856;5914;4780;2737;2099;2100;2101;3778;3779;55775;367;4137;7421,HSP90AA1;HSP90B1;CYP3A4;CYP3A4;CYP1A2;KCNMB2;NR1I2;RARA;NFE2L2;GLI3;ESR1;ESR2;ESRRA;KCNMA1;KCNMB1;TDP1;AR;MAPT;VDR
CLOUD087,Mebendazole,7846;10383;1576;1543;5602;9734;1544;196;79915;4780;51053;3458;3791;367;2101;7157;65975;25;3354;5243;5468;9971;2100;55775,TUBA1A;TUBB4B;CYP3A4;CYP1A1;MAPK10;HDAC9;CYP1A2;AHR;ATAD5;NFE2L2;GMNN;IFNG;KDR;AR;ESRRA;TP53;STK33;ABL1;HTR1E;ABCB1;PPARG;NR1H4;ESR2;TDP1;ABL1;KDR
CLOUD088,Ethinyl Estradiol,2099;8856;6462;1576;1558;54658;54658;8647;8647;6554;1244;5243;6530;6531;6532;135;1544;140;1555;1557;1559;5914;1565;6817;146802;3458;2737;2100;2101;6582;389816;316;834;3779;3784;55244;22861;6097;7253;3417;27345;5467;2908;55775;3315;10242;51053;367;9970;9971;114548;7157;3576;4986;4988,ESR1;NR1I2;SHBG;CYP3A4;CYP2C8;UGT1A1;UGT1A1;ABCB11;ABCB11;SLC10A1;ABCC2;ABCB1;SLC6A2;SLC6A3;SLC6A4;ADORA2A;CYP1A2;ADORA3;UGT1A1;CYP2B6;CYP2C19;CYP2C9;NR1I2;RARA;CYP2D6;SULT1A1;CYP3A4;SLC47A2;IFNG;GLI3;ESR1;ESR2;ESRRA;SLC22A2;LRRC26;AOX1;SHBG;CASP1;KCNMB1;KCNQ1;SLC47A1;NLRP1;RORC;TSHR;IDH1;KCNMB4;PPARD;NR3C1;TDP1;HSPB1;KCNMB2;GMNN;AR;NR1I3;NR1H4;NLRP3;TP53;CXCL8;OPRK1;OPRM1;ESR1;ESR1;NR3C1;SLC6A2;SLC6A4;SLC6A3;ESR2;NR1I3;SLC22A2
CLOUD089,Methotrexate,1719;1719;316;4524;5226;2356;7298;471;8836;8714;8714;10257;10257;4363;4363;9356;9356;89845;9376;9376;1244;1244;5243;6579;6566;85320;28234;55867;53919;28232;9429;10864;113235;113235;10599;353189;6573;2348;213;11201;1544;8202;3458;5650;573971;1557;1559;1565;1576;4780;2350;5423;2494;5429;672;580;8648;54737;2516;3417;8795;5468;55775;4193;4194;9970;9971;2101;7157;7421,DHFR;DHFR;AOX1;MTHFR;PGD;FPGS;TYMS;ATIC;GGH;ABCC3;ABCC3;ABCC4;ABCC4;ABCC1;ABCC1;SLC22A6;SLC22A6;ABCC10;SLC22A8;SLC22A8;ABCC2;ABCC2;ABCB1;SLCO1A2;SLC16A1;ABCC11;SLCO1B3;SLC22A11;SLCO1C1;SLCO3A1;ABCG2;SLC22A7;SLC46A1;SLC46A1;SLCO1B1;SLCO4C1;SLC19A1;FOLR1;ALB;TYMS;POLI;CYP1A2;NCOA3;IFNG;KLK7;DHFRP1;CYP2C19;CYP2C9;CYP2D6;CYP3A4;NFE2L2;SLC19A1;FOLR2;POLB;FPGS;DHFR;SLC22A11;NR5A2;POLH;BRCA1;BARD1;NCOA1;SLCO1B3;MPHOSPH8;SLC46A1;NR5A1;IDH1;TNFRSF10B;PPARG;TDP1;MDM2;MDM4;SLC22A8;NR1I3;NR1H4;ESRRA;TP53;FOLR1;VDR;DHFR;DHFR;TYMS;FOLR1;SLC19A1;FPGS;FOLR2;SLC46A1
CLOUD090,Eptifibatide,3690;3674;2101,ITGB3;ITGB3;ITGA2B;ESRRA;ITGB3
CLOUD091,Tacrine,43;590;1066;1544;5243;6530;196;1565;1576;2737;2101;6582;351;55244;2902;2903;2904;55775;3176;9970;7157;246;1129;1145;1268;1269,ACHE;BCHE;CES1;CYP1A2;ABCB1;SLC6A2;CYP1A2;AHR;CYP2D6;CYP3A4;ACHE;GLI3;ESRRA;SLC22A2;APP;SLC47A1;BCHE;GRIN1;GRIN2A;GRIN2B;TDP1;HNMT;NR1I3;TP53;ALOX15;CHRM2;CHRNE;CNR1;ACHE;SLC6A2;CNR2;BCHE;CHRNE;APP;CYP2D6;GRIN1
CLOUD092,Zafirlukast,10800;1559;1559;1558;1558;5742;1576;1576;1544;1557;1571;9429;10242;774;57105;10392;367;1565;7329;7458;5468;29994;4780;5423;2100;6582;389816;9536;3778;3779;196;10054;10055;3784;140;55244;8912;27345;598;2648;5594;2908;7398;8856;51053;2671;146802;5499;8828;7421;1956;6916;1432;5595,CYSLTR1;CYP2C9;CYP2C9;CYP2C8;CYP2C8;PTGS1;CYP3A4;CYP3A4;CYP1A2;CYP2C19;CYP2E1;ABCG2;KCNMB2;CACNA1B;CYP1A2;CYSLTR2;CYP2C19;CYP2C9;NOD1;AR;CYP2D6;UBE2I;EIF4H;PPARG;BAZ2B;NFE2L2;POLB;CYSLTR1;ESR2;SLC22A2;LRRC26;PTGES;KCNMA1;KCNMB1;AHR;UBA2;SAE1;KCNQ1;ADORA3;SLC47A1;CACNA1H;KCNMB4;BCL2L1;KAT2A;MAPK1;NR3C1;USP1;NR1I2;GMNN;GFER;SLC47A2;PPP1CA;NRP2;VDR;CYSLTR1;EGFR;CYSLTR1;TBXAS1;ADORA3;CYSLTR2;MAPK14;MAPK1;MAPK3;CYP2C9;SLC22A2;SLC47A1;SLC47A2;CYSLTR1
CLOUD093,Olmesartan Medoxomil,185;1244;1244;28234;10599;213,AGTR1;ABCC2;ABCC2;SLCO1B3;SLCO1B1;SLCO1B3;ALB;SLCO1B1;AGTR1
CLOUD094,Diethylcarbamazine,240;5742;590,ALOX5;PTGS1;BCHE
CLOUD095,Enalaprilat,1636;623;10242;59272,ACE;BDKRB1;KCNMB2;ACE;ACE2;ACE;ACE
